lot_area,year_built,gr_liv_area,bedrooms,bathrooms,garage_cars,neighborhood,sale_type,sale_price
5466,1969,995,3,1.5,2.0,OldTown,WD,129000
8795,1961,761,7,1.5,2.0,Somerst,WD,103100
10876,1923,1066,4,1.0,1.0,Somerst,ConLD,113000
6960,1935,2103,4,1.5,2.0,BrkSide,WD,199700
20247,1918,1392,1,1.5,1.0,BrkSide,WD,179100
15589,2004,1588,6,2.5,2.0,OldTown,WD,189700
11442,1983,1295,2,1.5,1.0,CollgCr,WD,149900
24273,1948,784,7,1.5,2.0,Sawyer,WD,141600
4678,1949,1874,3,1.5,2.0,Somerst,WD,198500
9859,1909,631,2,2.0,0.0,Gilbert,WD,68700
11887,1935,1278,5,2.5,2.0,BrkSide,WD,193600
6265,2014,1478,4,3.0,2.0,CollgCr,WD,181800
11503,1903,1592,4,1.0,2.0,BrkSide,WD,160000
5691,1918,1209,7,3.0,0.0,OldTown,WD,125700
13979,2004,765,3,1.5,0.0,CollgCr,COD,123000
16796,1964,1180,3,3.0,1.0,NWAmes,WD,169400
11341,1904,1200,5,1.0,2.0,BrkSide,WD,122200
3919,1960,1191,2,2.5,3.0,NWAmes,WD,178000
6103,1992,1888,6,3.0,1.0,OldTown,WD,189500
13126,1942,1015,2,1.0,2.0,CollgCr,WD,154900
10003,1947,1620,2,2.5,2.0,Sawyer,WD,165700
2573,1978,1563,1,1.0,3.0,NWAmes,WD,181200
18424,1974,1884,3,3.0,0.0,OldTown,New,183300
10597,2011,1447,5,2.5,2.0,NWAmes,WD,186800
6571,1930,1816,5,3.0,2.0,Somerst,WD,159300
16277,1934,1431,7,3.0,1.0,OldTown,WD,170600
7053,1919,1674,6,1.5,0.0,CollgCr,WD,155200
7015,1982,899,3,2.0,0.0,BrkSide,WD,115400
11839,1966,445,6,2.5,2.0,Gilbert,WD,101700
24113,1943,1651,2,1.0,2.0,OldTown,WD,177800
22288,1986,1672,2,1.5,2.0,OldTown,COD,197800
11847,1946,1690,3,1.0,1.0,Somerst,WD,129700
12471,1924,1290,4,3.0,3.0,NWAmes,WD,164500
14702,1966,2096,2,1.5,1.0,NWAmes,WD,202900
5279,1954,1316,7,2.0,3.0,Gilbert,WD,120300
13658,1950,1668,2,2.0,1.0,CollgCr,WD,165500
6857,1955,1738,3,1.5,2.0,OldTown,WD,192800
11606,2013,2187,5,2.5,3.0,Gilbert,WD,244600
8833,1926,1373,4,3.0,2.0,BrkSide,WD,166200
12716,1934,1239,3,2.0,2.0,CollgCr,WD,138600
10499,1970,901,7,3.0,1.0,Somerst,WD,104600
2129,1905,2121,4,1.0,2.0,Gilbert,New,149000
10823,1918,1669,1,3.0,2.0,CollgCr,WD,185800
13644,1970,1681,6,1.0,2.0,BrkSide,WD,194300
12369,1963,2747,5,1.0,3.0,CollgCr,New,272200
9402,1980,1630,2,,1.0,NWAmes,WD,153900
22496,1914,979,6,1.5,,Somerst,COD,140900
11564,2005,1422,3,3.0,3.0,Gilbert,New,158500
12318,1960,1110,2,1.5,1.0,CollgCr,WD,116500
16685,1919,1342,2,2.5,1.0,OldTown,WD,136800
11864,1938,1339,6,2.0,1.0,NWAmes,COD,153100
6317,1928,1265,2,1.0,2.0,BrkSide,New,178400
2924,1956,943,4,2.0,3.0,Gilbert,WD,142700
7797,1958,2137,6,1.5,1.0,Sawyer,WD,172400
14479,1953,1620,6,1.5,2.0,NWAmes,WD,153500
8295,1957,1410,4,2.0,2.0,OldTown,New,147700
14773,2012,1803,7,2.5,2.0,Somerst,COD,244000
10661,2018,1688,3,2.0,2.0,BrkSide,New,210200
18846,1960,1610,7,1.5,3.0,Sawyer,WD,207600
8539,2019,1774,2,2.5,1.0,Gilbert,New,183300
12504,2001,1554,1,2.5,1.0,Somerst,WD,170500
12746,2001,1768,6,1.5,2.0,Gilbert,WD,208300
20969,1927,1801,6,3.0,2.0,Gilbert,WD,163800
4216,1954,1565,7,3.0,2.0,Gilbert,WD,163200
7870,1943,1412,7,2.5,0.0,BrkSide,WD,119900
15127,1911,2112,1,,1.0,Gilbert,WD,165300
21439,1909,1309,5,1.5,3.0,CollgCr,WD,154500
11159,1977,1657,5,2.0,0.0,CollgCr,New,140600
8550,1952,1666,5,1.0,2.0,Gilbert,WD,179700
14452,2002,1256,1,1.5,2.0,BrkSide,WD,172200
15281,1982,1177,1,1.0,0.0,BrkSide,WD,128600
8268,1910,1358,5,1.0,1.0,Gilbert,WD,115900
11674,2003,1303,6,2.5,1.0,NWAmes,WD,159500
17859,1961,917,2,1.0,2.0,Sawyer,WD,125400
25469,1970,1239,1,2.0,1.0,BrkSide,WD,144900
14347,2019,1606,3,2.0,2.0,OldTown,WD,212800
10118,1979,2006,3,1.0,1.0,Somerst,New,163800
9633,1902,1722,7,3.0,0.0,Somerst,WD,181600
13078,1921,460,7,3.0,0.0,NWAmes,New,72900
9341,1952,1757,4,2.5,1.0,Somerst,WD,175300
10882,1904,1277,7,2.5,1.0,Somerst,COD,111200
5832,1920,1681,2,1.5,3.0,OldTown,WD,200100
18930,1998,1494,7,3.0,0.0,OldTown,WD,151900
5597,1917,1423,4,2.5,2.0,NWAmes,WD,142300
7974,1920,1459,4,,2.0,BrkSide,WD,141500
10392,1962,1491,1,2.5,2.0,Somerst,New,162000
26782,1911,2038,2,3.0,2.0,CollgCr,WD,190600
8012,1931,1492,2,2.5,0.0,CollgCr,WD,137600
7094,2016,1934,4,1.0,2.0,BrkSide,New,207200
7515,1978,1876,2,1.5,1.0,Gilbert,New,167200
22685,2019,1767,1,1.0,2.0,Gilbert,WD,184300
2426,1943,785,5,1.5,1.0,CollgCr,WD,101700
5995,1976,1947,7,3.0,2.0,BrkSide,New,205900
38779,1929,1317,1,1.0,2.0,CollgCr,New,161200
13299,1946,1786,4,3.0,2.0,BrkSide,New,194800
5693,1921,1111,7,1.5,1.0,BrkSide,New,122200
9692,2003,1026,3,2.0,2.0,NWAmes,WD,161800
10237,1922,2291,2,2.0,2.0,BrkSide,WD,196000
15109,1925,1117,1,1.0,2.0,BrkSide,WD,100900
24829,1957,1958,7,1.0,1.0,Gilbert,WD,175300
12019,1953,1547,3,1.5,1.0,Sawyer,New,148300
7556,1938,1332,1,1.0,1.0,Gilbert,WD,118700
14670,1944,1482,7,2.5,2.0,NWAmes,WD,150200
6980,1936,980,6,2.0,2.0,Somerst,WD,134200
5904,2013,1494,5,3.0,2.0,Gilbert,WD,160200
4105,1971,1067,1,3.0,2.0,CollgCr,WD,132600
4525,2014,1342,1,1.5,2.0,CollgCr,WD,205800
6322,2022,1870,2,3.0,2.0,CollgCr,WD,174200
5492,1980,1602,2,1.0,2.0,OldTown,WD,175200
11575,2002,907,4,2.0,2.0,BrkSide,WD,124000
5433,1913,1841,3,2.5,1.0,CollgCr,WD,144900
2055,2017,1497,6,2.0,2.0,Sawyer,WD,180300
5873,1959,1283,1,2.5,3.0,NWAmes,COD,147300
7817,1988,1799,6,3.0,2.0,Somerst,WD,203600
7312,1930,1433,7,2.0,3.0,CollgCr,New,193600
21158,1911,1034,1,1.5,3.0,Sawyer,WD,155800
7282,2009,2239,5,2.0,2.0,NWAmes,WD,243100
15374,1955,1493,4,3.0,2.0,NWAmes,WD,137800
9804,1917,1467,1,3.0,,Gilbert,New,147700
9690,1981,1338,3,3.0,1.0,Sawyer,COD,162000
6518,1906,1972,6,1.5,0.0,Gilbert,WD,170500
9610,1955,1290,7,1.5,2.0,NWAmes,WD,189300
6751,1987,882,3,2.0,2.0,BrkSide,WD,162800
10775,1989,1229,1,2.0,1.0,BrkSide,WD,167000
8794,1956,2031,2,2.5,2.0,BrkSide,WD,248000
6171,1945,1833,6,3.0,2.0,OldTown,COD,183000
16252,2003,1398,4,2.0,2.0,BrkSide,WD,168800
12252,1922,2049,4,1.5,,CollgCr,New,177600
7911,1909,1799,1,3.0,2.0,Gilbert,New,150100
10644,1919,1393,6,2.0,1.0,Gilbert,WD,138500
9491,1999,1434,4,2.5,1.0,CollgCr,WD,128800
6414,1958,1632,4,1.0,0.0,OldTown,New,139400
10252,1904,1167,6,2.0,1.0,BrkSide,WD,117900
7255,1920,1502,4,2.0,1.0,BrkSide,WD,162400
6170,1903,1623,7,1.0,2.0,CollgCr,New,179200
4397,2000,825,4,1.5,2.0,Gilbert,WD,122900
8273,1957,1424,3,2.5,1.0,CollgCr,New,191700
13141,1908,1379,7,1.0,3.0,NWAmes,WD,160000
6993,1927,1911,5,1.0,2.0,Somerst,WD,184800
34904,1976,762,6,1.0,3.0,Sawyer,WD,111200
15411,1973,1347,2,1.0,2.0,Gilbert,WD,150400
18999,2001,1307,5,2.0,0.0,NWAmes,WD,166000
14730,1903,1884,4,2.0,3.0,Gilbert,WD,186700
24995,1908,1483,1,2.5,3.0,NWAmes,WD,164900
6678,1904,2218,2,2.0,2.0,OldTown,WD,194500
2751,1948,1765,7,2.0,2.0,Gilbert,WD,149400
7918,1990,1336,4,3.0,2.0,Sawyer,WD,165300
13084,1982,1596,6,1.5,2.0,NWAmes,WD,207300
10676,1926,1358,2,2.5,2.0,CollgCr,WD,171000
11359,1981,1844,2,1.0,2.0,OldTown,WD,190000
19158,1981,967,7,3.0,1.0,Somerst,WD,163600
11980,1923,1171,3,1.5,0.0,Sawyer,WD,88900
14757,1992,1682,7,1.5,1.0,Somerst,WD,155500
6187,1952,1990,6,1.0,1.0,BrkSide,WD,217100
5723,1907,619,3,2.0,1.0,Somerst,WD,102500
22182,1948,2050,7,1.5,3.0,Somerst,WD,200200
10409,1995,1444,6,3.0,1.0,Sawyer,New,161600
7247,1986,746,1,1.0,1.0,Gilbert,WD,105500
7254,1933,400,1,2.0,1.0,OldTown,WD,92200
7154,1993,888,1,3.0,2.0,OldTown,WD,147500
6943,1948,1492,6,3.0,2.0,CollgCr,WD,163700
5210,1957,1474,2,2.5,2.0,BrkSide,WD,141800
4674,1910,1753,2,2.0,3.0,OldTown,WD,183500
8978,2023,1280,4,3.0,3.0,OldTown,WD,175500
7358,2003,1057,1,1.5,2.0,Sawyer,WD,136100
17216,1924,1335,3,3.0,2.0,Gilbert,WD,172800
11459,1969,1513,5,2.0,1.0,BrkSide,WD,202100
11301,1996,1592,7,1.5,2.0,CollgCr,WD,222000
6826,1962,1184,4,1.5,1.0,Gilbert,WD,151500
9316,1926,1861,6,2.0,2.0,OldTown,WD,171600
11855,2020,1251,4,1.0,1.0,Gilbert,WD,158200
14159,1933,1152,4,2.5,1.0,OldTown,WD,136200
9443,1941,1283,4,1.5,0.0,BrkSide,WD,117300
16976,1946,1930,7,1.5,2.0,Somerst,COD,213100
9937,2010,1447,1,1.0,,CollgCr,New,138700
14712,1962,1222,4,2.0,0.0,BrkSide,WD,122700
7747,1989,1870,1,1.5,2.0,OldTown,WD,212400
3999,2011,2357,7,1.0,1.0,Sawyer,WD,200800
11318,2015,1584,5,3.0,2.0,NWAmes,COD,183600
14224,2006,1994,1,2.5,0.0,Gilbert,WD,196100
13196,2012,1914,5,1.5,0.0,CollgCr,WD,212000
12223,2017,1258,4,1.0,2.0,BrkSide,New,145200
8314,2022,1511,1,3.0,2.0,NWAmes,WD,159100
6612,1979,987,7,2.5,2.0,Somerst,New,125900
13041,1916,1418,3,2.0,2.0,NWAmes,WD,118800
12249,1914,1250,1,2.5,3.0,Somerst,WD,122400
7477,1998,1339,5,1.0,1.0,Somerst,New,138400
17235,1939,1200,3,2.0,1.0,OldTown,WD,157200
6365,1999,1385,5,1.0,3.0,NWAmes,WD,178400
7393,2015,1713,2,2.5,1.0,NWAmes,New,184100
22431,1979,1452,6,3.0,2.0,Somerst,New,151300
15280,1994,754,3,2.0,0.0,BrkSide,WD,125100
8275,1934,1202,3,2.5,2.0,OldTown,ConLD,180600
11426,1953,892,6,2.5,1.0,BrkSide,WD,102000
10694,2019,1598,4,3.0,2.0,BrkSide,WD,224900
2508,2001,1701,1,1.0,2.0,OldTown,New,197900
6290,1925,1603,5,1.5,0.0,Gilbert,WD,138800
9649,2016,1185,5,1.5,1.0,CollgCr,New,162800
8281,1961,1599,3,2.5,1.0,OldTown,WD,168900
11199,2004,1312,2,2.0,1.0,BrkSide,WD,195300
17409,1964,1045,1,2.5,1.0,OldTown,WD,141900
8427,1974,1797,6,2.0,3.0,Somerst,WD,210700
5832,1920,1827,1,3.0,1.0,OldTown,New,152900
11643,1941,1880,5,2.5,2.0,OldTown,WD,199300
8406,1989,1257,6,1.0,2.0,OldTown,WD,143500
9154,2004,1972,3,3.0,1.0,Sawyer,WD,196600
8554,1911,1303,2,3.0,1.0,OldTown,WD,187400
30361,1909,1761,6,1.0,2.0,Sawyer,WD,116300
3228,1985,1296,5,1.5,2.0,CollgCr,WD,168200
8150,1955,1410,1,3.0,2.0,BrkSide,WD,166300
9879,2005,532,5,3.0,2.0,Sawyer,WD,123000
6697,1908,1379,1,2.0,2.0,Gilbert,WD,141000
15520,1943,1536,3,2.0,3.0,Sawyer,WD,178000
14863,1904,1336,3,1.0,3.0,Somerst,WD,148400
9664,1987,2202,6,2.0,3.0,Sawyer,WD,230400
8644,2006,1035,7,,1.0,CollgCr,WD,133800
9358,1919,1275,5,1.5,3.0,Gilbert,WD,195100
9392,1940,1138,6,1.5,2.0,BrkSide,WD,136300
9517,2004,1274,1,3.0,2.0,Sawyer,New,179500
9009,1905,1913,1,2.0,2.0,CollgCr,WD,160100
11229,2018,2091,6,1.5,3.0,Sawyer,New,247900
14423,2009,1220,3,1.5,2.0,BrkSide,WD,181300
5350,1918,1211,4,2.0,2.0,BrkSide,WD,147200
5853,1917,1037,5,1.5,2.0,Sawyer,New,108400
4129,1985,2023,3,2.0,2.0,Sawyer,WD,188500
15263,1901,1948,5,3.0,2.0,Sawyer,WD,208000
11217,1962,1458,6,2.5,1.0,Sawyer,WD,138300
12742,1908,942,2,1.5,1.0,OldTown,WD,121800
4843,1965,977,5,2.0,1.0,Sawyer,WD,109100
24160,1943,1568,2,2.0,2.0,CollgCr,New,186100
7300,1987,1720,3,2.5,2.0,NWAmes,WD,173800
10766,2009,674,6,2.5,2.0,Somerst,WD,117300
15172,1960,1371,7,2.0,2.0,CollgCr,WD,146000
6042,1979,2147,1,1.5,2.0,CollgCr,WD,197500
7531,1974,1413,5,2.5,1.0,OldTown,New,162800
10825,2022,2096,4,1.0,2.0,NWAmes,WD,220100
41305,1928,1760,5,2.5,3.0,Somerst,COD,162100
11505,1929,1066,6,3.0,2.0,Somerst,WD,133600
22097,1946,1383,1,2.5,3.0,OldTown,WD,145800
18085,1991,1449,6,2.0,3.0,Gilbert,WD,198700
11897,2007,1119,2,3.0,1.0,CollgCr,New,165000
6035,1934,1112,2,2.0,2.0,Sawyer,WD,137700
16812,1913,2103,4,2.0,2.0,OldTown,WD,191800
4679,1975,1109,1,3.0,2.0,OldTown,COD,185300
22036,1974,1931,5,1.0,1.0,Somerst,WD,180100
10938,1946,1325,4,2.5,1.0,Somerst,WD,122600
2630,1922,1490,4,2.5,1.0,BrkSide,New,154900
8348,2005,1725,1,2.0,2.0,NWAmes,WD,170500
13725,2004,1261,6,1.0,1.0,Somerst,WD,151100
8791,1992,1727,1,2.5,2.0,Sawyer,WD,177400
14150,1971,681,2,1.5,2.0,CollgCr,New,111500
6470,1932,1676,3,3.0,2.0,BrkSide,WD,163600
5151,1949,513,5,2.5,3.0,Somerst,New,139700
9550,1908,1409,3,1.5,2.0,Somerst,WD,168800
10055,1930,1842,6,2.0,0.0,Somerst,WD,171600
8315,1955,1749,7,1.0,3.0,OldTown,WD,198200
18282,1954,981,6,2.0,2.0,Gilbert,WD,131800
6470,1909,1032,1,1.0,2.0,Gilbert,WD,79100
11575,2018,1225,6,3.0,2.0,Gilbert,WD,176900
10239,1933,1574,2,2.5,1.0,Gilbert,WD,105700
4544,1963,687,7,1.5,2.0,OldTown,New,85000
5118,1957,1495,7,3.0,1.0,BrkSide,WD,150900
9956,1958,1625,1,1.0,2.0,NWAmes,WD,178900
26651,2004,1387,1,2.0,1.0,Gilbert,WD,153300
13222,1992,1710,5,1.0,2.0,OldTown,WD,219200
4176,2007,1589,2,1.0,1.0,Sawyer,ConLD,183500
2090,1947,1283,7,1.5,1.0,Gilbert,WD,134500
14279,1932,726,4,1.5,1.0,Somerst,WD,132100
9432,1953,1553,5,2.5,2.0,BrkSide,New,199400
17512,1969,1119,7,3.0,1.0,Gilbert,WD,147300
6372,1941,1269,2,2.5,2.0,BrkSide,New,133400
11791,1957,1692,4,2.5,1.0,Sawyer,COD,154000
15110,1918,2067,7,2.0,2.0,CollgCr,WD,157000
7913,1972,1485,1,1.5,1.0,BrkSide,WD,157200
7998,1988,1722,2,1.5,3.0,Sawyer,WD,178900
10023,1965,922,2,3.0,1.0,CollgCr,New,118400
12982,2008,1598,3,2.0,1.0,Sawyer,WD,180300
9826,2023,1476,1,2.0,1.0,NWAmes,WD,133200
16107,2012,1992,2,1.0,0.0,BrkSide,WD,160700
7856,1911,1284,6,2.0,2.0,CollgCr,WD,130600
5094,2009,1403,4,2.5,1.0,CollgCr,New,163600
26595,1941,1924,3,2.0,3.0,Somerst,WD,187000
7315,1956,1463,3,2.5,2.0,NWAmes,WD,158700
7449,1951,1056,7,3.0,1.0,Gilbert,WD,114100
9577,1935,2521,4,1.0,2.0,CollgCr,COD,187000
10235,2008,1069,4,3.0,1.0,Gilbert,WD,135300
8157,1979,1474,7,3.0,1.0,OldTown,New,155300
9811,2019,1639,1,2.0,1.0,Somerst,New,174400
9702,2018,1607,4,2.5,1.0,Gilbert,New,180800
10801,1952,1424,6,1.0,1.0,CollgCr,WD,157100
3045,1990,1426,4,1.5,3.0,NWAmes,WD,197900
25348,1962,1406,7,1.0,2.0,Gilbert,New,150100
9194,1961,1054,7,,3.0,CollgCr,COD,123600
13231,1991,2360,3,3.0,1.0,BrkSide,WD,237300
4969,1985,1412,6,2.5,3.0,Sawyer,WD,189700
7820,2013,1739,2,2.5,1.0,BrkSide,WD,165300
7072,1995,1366,2,1.0,1.0,NWAmes,New,164000
20637,1977,1358,7,3.0,2.0,Somerst,New,185900
7384,2013,1318,1,1.0,0.0,BrkSide,WD,183800
14459,1912,880,3,2.0,2.0,Sawyer,WD,123800
7149,1994,1436,5,2.5,2.0,Sawyer,WD,195200
7893,1948,1337,3,3.0,2.0,CollgCr,New,130500
8754,1953,1969,6,3.0,2.0,BrkSide,WD,190300
18806,1996,1021,2,2.0,1.0,NWAmes,WD,133100
3847,1933,1269,4,2.0,0.0,Sawyer,WD,129300
5126,2009,1141,1,2.0,3.0,Sawyer,New,206500
3738,1961,2077,2,2.0,1.0,OldTown,WD,192300
5746,1943,1152,2,2.5,1.0,OldTown,WD,112300
6596,1940,1725,6,2.5,1.0,OldTown,WD,136400
4415,1952,1888,2,2.0,3.0,Gilbert,COD,231200
6856,2016,1442,5,2.0,2.0,BrkSide,WD,191200
3614,1912,949,3,1.0,2.0,OldTown,WD,131600
5949,1962,954,4,1.0,3.0,OldTown,WD,143000
18038,2003,1844,7,2.0,0.0,NWAmes,WD,180500
12110,1958,996,7,1.5,3.0,Somerst,New,131200
10870,1970,1657,1,2.5,0.0,OldTown,New,162700
5995,1943,1546,6,3.0,1.0,Gilbert,WD,129200
4591,1916,1651,7,2.5,0.0,BrkSide,New,131200
5599,1979,1689,5,3.0,3.0,CollgCr,WD,182500
9686,2014,1127,2,2.0,3.0,OldTown,New,109800
15277,1964,1110,5,3.0,2.0,CollgCr,WD,140100
15540,1953,1786,5,3.0,1.0,CollgCr,WD,151000
13566,1916,1248,5,1.0,1.0,NWAmes,New,124000
6845,2017,400,4,2.5,2.0,OldTown,COD,123900
10019,2007,1760,4,2.0,1.0,Somerst,New,219100
8428,2011,1085,5,3.0,0.0,OldTown,WD,141900
8950,1944,1687,4,2.0,2.0,Gilbert,New,179500
27407,1977,2057,6,1.0,2.0,NWAmes,WD,212900
4101,1953,1507,5,1.5,3.0,OldTown,WD,195000
8801,1929,1898,3,1.0,2.0,OldTown,WD,189000
18140,1925,1562,5,1.5,1.0,NWAmes,WD,153800
4755,1947,2135,6,1.0,2.0,Gilbert,WD,212500
7173,1968,1075,4,2.5,,CollgCr,New,85800
7597,1915,1497,6,2.0,2.0,Somerst,WD,195400
8852,1987,1769,1,2.5,2.0,Gilbert,WD,222000
4456,1956,1424,3,3.0,1.0,NWAmes,WD,154300
13328,2009,1961,5,2.5,1.0,OldTown,New,167100
13810,1934,1327,7,2.0,3.0,Somerst,WD,186200
12761,1906,2328,5,,2.0,CollgCr,New,182800
6405,1938,2349,5,2.5,2.0,BrkSide,WD,218100
10335,2020,1613,3,2.0,2.0,Sawyer,WD,165900
6312,1939,1721,5,2.5,2.0,Somerst,New,217700
8381,1987,1977,3,1.0,0.0,CollgCr,WD,148800
29049,2004,1025,1,1.0,2.0,OldTown,New,155800
10382,1935,975,2,1.0,3.0,Sawyer,WD,100500
5466,1979,2003,5,2.5,0.0,BrkSide,WD,175800
10831,1925,1610,7,2.0,1.0,CollgCr,WD,142300
5035,1944,1409,4,1.5,2.0,Gilbert,New,180200
5434,1936,1504,7,1.5,2.0,CollgCr,WD,151800
5881,1983,546,6,2.5,1.0,BrkSide,WD,132500
7926,2008,1424,4,3.0,2.0,Somerst,WD,157000
15811,1931,1199,6,3.0,2.0,OldTown,ConLD,136400
13216,1936,1867,3,2.0,2.0,BrkSide,New,175000
12855,2001,1898,4,2.5,1.0,BrkSide,New,199400
5713,1957,1731,6,1.0,0.0,Somerst,WD,162500
7550,1963,1658,5,3.0,2.0,BrkSide,WD,191300
11339,1987,901,4,1.0,3.0,CollgCr,New,159800
7229,1917,1736,4,1.5,2.0,CollgCr,New,180600
8611,2008,1752,7,2.5,1.0,NWAmes,New,165600
12341,1945,1998,1,3.0,3.0,Gilbert,New,210000
8313,1981,2347,1,1.0,1.0,Somerst,New,240300
11081,1953,823,4,2.5,2.0,Sawyer,WD,94400
21947,1993,1345,1,1.0,1.0,Sawyer,WD,166500
9082,1975,1203,3,1.0,2.0,OldTown,ConLD,169000
17848,1921,1569,4,2.0,2.0,BrkSide,WD,188600
13091,1923,1505,3,2.0,2.0,CollgCr,WD,171000
4752,2008,1406,2,1.5,1.0,NWAmes,WD,166500
5704,1964,1911,2,3.0,2.0,Somerst,WD,199700
6524,1934,1059,5,2.5,1.0,NWAmes,New,108500
6455,1917,1084,7,2.0,3.0,OldTown,New,135800
9460,1915,1090,6,2.0,0.0,Somerst,WD,80500
13458,2014,1356,4,2.0,2.0,OldTown,WD,205300
18538,2021,1009,1,1.0,2.0,BrkSide,WD,167600
11546,1948,1481,2,2.5,1.0,CollgCr,New,132300
7920,1925,1434,4,2.5,1.0,NWAmes,WD,146600
3494,1951,1185,2,2.0,0.0,CollgCr,WD,146500
10253,1916,1850,5,2.0,2.0,CollgCr,WD,193200
10025,1968,1476,3,3.0,3.0,Somerst,WD,161800
10845,1977,1925,6,2.5,2.0,BrkSide,WD,133100
28371,2022,1422,2,1.5,3.0,NWAmes,WD,201500
18404,1939,1490,4,1.0,1.0,BrkSide,WD,130700
14655,1924,1275,6,3.0,1.0,Sawyer,WD,144600
6118,1916,1497,2,2.5,3.0,NWAmes,WD,184900
7658,1946,1785,6,2.5,3.0,BrkSide,WD,213000
9439,1974,1335,5,1.5,1.0,Somerst,WD,185300
6716,1908,1707,5,1.0,2.0,NWAmes,New,187800
12711,1994,1175,4,2.0,3.0,Gilbert,WD,206600
11831,1957,1804,7,2.5,2.0,Gilbert,New,210700
5744,1998,1268,6,1.5,2.0,Sawyer,WD,195300
18005,1957,1841,2,,1.0,CollgCr,New,172300
10417,1919,1524,4,3.0,0.0,NWAmes,WD,106500
4169,1902,2108,7,1.5,2.0,Gilbert,WD,233000
9646,1969,1038,2,1.5,2.0,Somerst,WD,145800
11391,1966,910,4,1.5,1.0,BrkSide,WD,149200
16097,2000,1254,6,3.0,1.0,Somerst,WD,142800
8360,2008,946,2,2.0,,Somerst,New,158500
14972,1919,947,4,3.0,2.0,Somerst,WD,75700
10868,1939,1749,4,3.0,1.0,Gilbert,COD,154500
5128,1925,1498,2,2.0,1.0,OldTown,WD,142700
4878,1913,1308,2,1.0,1.0,CollgCr,WD,139900
17349,1900,1345,4,1.5,3.0,Sawyer,New,174200
17998,1910,1261,2,2.0,2.0,CollgCr,WD,117300
11631,1965,2160,7,1.5,1.0,OldTown,WD,206300
20907,1918,1206,4,1.0,2.0,CollgCr,WD,163100
16786,1924,971,5,3.0,2.0,Somerst,WD,174300
13930,1914,1818,3,1.5,2.0,OldTown,WD,185100
6275,1989,1414,3,2.5,2.0,Sawyer,WD,162100
23523,1978,2316,4,3.0,2.0,OldTown,WD,192100
12941,2019,1290,5,2.0,2.0,Somerst,WD,210000
8161,1913,1838,3,2.5,1.0,CollgCr,WD,174500
7086,1925,1933,2,1.0,1.0,Somerst,WD,168200
11253,1956,1291,2,2.5,0.0,OldTown,New,98200
4292,1980,1203,4,3.0,2.0,BrkSide,WD,138300
14042,1916,1797,5,3.0,2.0,BrkSide,WD,183100
6144,1926,1730,4,1.0,2.0,OldTown,ConLD,176800
11912,1952,936,2,1.5,1.0,CollgCr,COD,83000
7625,1902,1049,2,1.0,2.0,BrkSide,WD,137700
8671,1949,485,3,3.0,1.0,Somerst,WD,64800
6779,1994,1738,3,1.5,1.0,OldTown,WD,205700
9131,1965,1395,2,2.0,2.0,OldTown,COD,167200
25456,1953,1435,7,2.0,,Somerst,WD,128400
19782,1960,823,3,2.5,1.0,NWAmes,WD,137900
11816,2017,1061,2,3.0,1.0,Gilbert,WD,155300
9773,1964,1309,5,1.5,2.0,CollgCr,WD,184500
15095,1966,1231,6,2.5,1.0,Somerst,WD,143900
17413,2015,1547,4,1.5,3.0,CollgCr,New,201200
6536,1919,1733,5,1.0,3.0,NWAmes,WD,174100
9521,1911,2408,1,1.0,2.0,Somerst,WD,207800
3980,1955,1492,4,1.5,1.0,CollgCr,New,187300
17354,1939,1946,1,2.0,2.0,Sawyer,WD,175500
27792,1925,1168,1,2.5,0.0,NWAmes,WD,127500
10301,1914,830,5,3.0,3.0,NWAmes,WD,111000
3420,2008,1359,2,2.0,2.0,OldTown,New,132600
13419,1976,861,1,2.0,1.0,OldTown,WD,129100
6298,1985,1506,2,1.0,1.0,Sawyer,New,170500
7103,1914,1188,6,3.0,2.0,BrkSide,WD,134100
13538,1942,718,5,1.5,3.0,Gilbert,WD,101000
11240,1976,2194,3,2.5,2.0,OldTown,WD,216400
7754,1965,1285,7,2.5,2.0,NWAmes,WD,162300
7152,1986,845,3,3.0,2.0,CollgCr,WD,121300
10540,1983,1859,7,3.0,2.0,OldTown,New,166900
8065,1951,1209,3,2.5,2.0,OldTown,WD,143500
5684,1997,1936,1,2.5,1.0,NWAmes,WD,203400
8381,1932,1207,1,1.0,2.0,Somerst,COD,151100
11729,1909,1284,2,1.0,3.0,NWAmes,WD,134500
9054,2013,1638,2,2.0,1.0,Gilbert,WD,181500
4882,1902,1737,2,2.5,1.0,CollgCr,WD,168700
16229,1935,1807,3,2.5,0.0,Somerst,WD,129200
2516,1914,1464,7,1.5,2.0,Gilbert,COD,152800
7917,1928,1711,2,2.0,2.0,CollgCr,COD,196100
7258,1948,1798,2,3.0,1.0,OldTown,WD,142600
10658,1916,1580,7,1.0,2.0,Sawyer,COD,181600
13106,1957,1443,2,1.5,0.0,CollgCr,WD,171600
17385,2014,922,6,3.0,3.0,OldTown,ConLD,159300
6931,1916,1740,5,1.0,2.0,Sawyer,New,160400
13270,2014,1517,7,1.5,2.0,NWAmes,WD,205100
10915,1950,1335,4,2.0,2.0,CollgCr,WD,151500
4206,1973,2011,5,2.5,1.0,Sawyer,New,140200
25598,1954,929,2,,2.0,CollgCr,WD,132100
4820,1939,2158,5,2.5,2.0,Gilbert,WD,206600
